Gross Income,CPP,EI,Federal Tax,CAI,CWB,HST Credit,Provincial Tax,Provincial SurTax,OHIP,ONSTC,ON Works,Net Income,Effective Tax Rate,Marginal Tax Rate,Type,Rate of Change,OCB,CCB
12000,433.5,194.4,0,-383,-2335,-1164,0,0,0,-1848,-11256,59954.02,-3.996168333,0.3122,"Married Four Kids, One Earner",687.8,-5611.92,-25984
13000,484.5,210.6,0,-383,-2335,-1164,0,0,0,-1848,-10756,60386.82,-3.64514,0.5672,"Married Four Kids, One Earner",432.8,-5611.92,-25984
14000,535.5,226.8,0,-383,-2335,-1164,0,0,0,-1848,-10256,60819.62,-3.344258571,0.5672,"Married Four Kids, One Earner",432.8,-5611.92,-25984
15000,586.5,243,0,-383,-2335,-1164,0,0,0,-1848,-9756,61252.42,-3.083494667,0.5672,"Married Four Kids, One Earner",432.8,-5611.92,-25984
16000,637.5,259.2,0,-383,-2335,-1164,0,0,0,-1848,-9256,61685.22,-2.85532625,0.5672,"Married Four Kids, One Earner",432.8,-5611.92,-25984
17000,688.5,275.4,0,-383,-2335,-1164,0,0,0,-1848,-8756,62118.02,-2.654001176,0.5672,"Married Four Kids, One Earner",432.8,-5611.92,-25984
18000,739.5,291.6,0,-383,-2218,-1164,0,0,0,-1848,-8256,62433.82,-2.468545556,0.6842,"Married Four Kids, One Earner",315.8,-5611.92,-25984
19000,790.5,307.8,0,-383,-2098,-1164,0,0,0,-1848,-7756,62746.62,-2.302453684,0.6872,"Married Four Kids, One Earner",312.8,-5611.92,-25984
20000,841.5,324,0,-383,-1978,-1164,0,0,0,-1848,-7256,63059.42,-2.152971,0.6872,"Married Four Kids, One Earner",312.8,-5611.92,-25984
21000,892.5,340.2,0,-383,-1858,-1164,0,0,60,-1848,-6756,63312.22,-2.014867619,0.7472,"Married Four Kids, One Earner",252.8,-5611.92,-25984
22000,943.5,356.4,0,-383,-1738,-1164,0,0,120,-1848,-6256,63518.3,-1.887195455,0.79392,"Married Four Kids, One Earner",206.08,-5565.2,-25984
23000,994.5,372.6,0,-383,-1618,-1164,0,0,180,-1848,-5756,63691.1,-1.769178261,0.8272,"Married Four Kids, One Earner",172.8,-5485.2,-25984
24000,1045.5,388.8,0,-383,-1498,-1164,0,0,240,-1848,-5256,63863.9,-1.660995833,0.8272,"Married Four Kids, One Earner",172.8,-5405.2,-25984
25000,1096.5,405,0,-383,-1378,-1164,0,0,300,-1848,-4756,64036.7,-1.561468,0.8272,"Married Four Kids, One Earner",172.8,-5325.2,-25984
26000,1147.5,421.2,0,-383,-1258,-1164,0,0,300,-1848,-4256,64269.5,-1.471903846,0.7672,"Married Four Kids, One Earner",232.8,-5245.2,-25984
27000,1198.5,437.4,0.615,-383,-1138,-1164,0,0,300,-1848,-3756,64501.685,-1.388951296,0.767815,"Married Four Kids, One Earner",232.185,-5165.2,-25984
28000,1249.5,453.6,140.535,-383,-1018,-1164,0,0,300,-1848,-3256,64594.565,-1.30694875,0.90712,"Married Four Kids, One Earner",92.88,-5085.2,-25984
29000,1300.5,469.8,280.455,-383,-898,-1164,0,0,300,-1848,-2756,64687.445,-1.230601552,0.90712,"Married Four Kids, One Earner",92.88,-5005.2,-25984
30000,1351.5,486,420.375,-383,-778,-1164,0,0,300,-1831.24,-2256,64763.565,-1.1587855,0.92388,"Married Four Kids, One Earner",76.12,-4925.2,-25984
31000,1402.5,502.2,560.295,-383,-658,-1164,0,0,300,-1791.24,-1756,64689.945,-1.086772419,1.07362,"Married Four Kids, One Earner",-73.62,-4845.2,-25857.5
32000,1453.5,518.4,700.215,-383,-538,-1164,0,0,300,-1751.24,-1256,64512.825,-1.016025781,1.17712,"Married Four Kids, One Earner",-177.12,-4765.2,-25627.5
33000,1504.5,534.6,840.135,-383,-418,-1164,0,0,300,-1711.24,-756,64335.705,-0.949566818,1.17712,"Married Four Kids, One Earner",-177.12,-4685.2,-25397.5
34000,1555.5,550.8,980.055,-383,-298,-1164,0,0,300,-1671.24,-256,64158.585,-0.887017206,1.17712,"Married Four Kids, One Earner",-177.12,-4605.2,-25167.5
35000,1606.5,567,1119.975,-383,-178,-1164,0,0,300,-1631.24,0,64225.465,-0.835013286,0.93312,"Married Four Kids, One Earner",66.88,-4525.2,-24937.5
36000,1657.5,583.2,1259.895,-383,-58,-1164,0,0,300,-1591.24,0,64548.345,-0.793009583,0.67712,"Married Four Kids, One Earner",322.88,-4445.2,-24707.5
37000,1708.5,599.4,1399.815,-383,62,-1162.8,0,0,360,-1551.24,0,64810.025,-0.751622297,0.73832,"Married Four Kids, One Earner",261.68,-4365.2,-24477.5
38000,1759.5,615.6,1539.735,-383,0,-1112.8,0,0,420,-1511.24,0,65204.905,-0.715918553,0.60512,"Married Four Kids, One Earner",394.88,-4285.2,-24247.5
39000,1810.5,631.8,1679.655,-383,0,-1062.8,8.03035,0,450,-1471.24,0,65559.75465,-0.68101935,0.64515035,"Married Four Kids, One Earner",354.84965,-4205.2,-24017.5
40000,1861.5,648,1819.575,-383,0,-1012.8,55.13675,0,450,-1431.24,0,65905.52825,-0.647638206,0.6542264,"Married Four Kids, One Earner",345.7736,-4125.2,-23787.5
41000,1912.5,664.2,1959.495,-383,0,-962.8,102.24315,0,450,-1391.24,0,66251.30185,-0.615885411,0.6542264,"Married Four Kids, One Earner",345.7736,-4045.2,-23557.5
42000,1963.5,680.4,2099.415,-383,0,-912.8,149.34955,0,450,-1351.24,0,66597.07545,-0.585644654,0.6542264,"Married Four Kids, One Earner",345.7736,-3965.2,-23327.5
43000,2014.5,696.6,2239.335,-383,0,-862.8,196.45595,0,450,-1311.24,0,66942.84905,-0.556810443,0.6542264,"Married Four Kids, One Earner",345.7736,-3885.2,-23097.5
44000,2065.5,712.8,2379.255,-383,0,-812.8,247.41335,0,450,-1271.24,0,67284.77165,-0.529199356,0.6580774,"Married Four Kids, One Earner",341.9226,-3805.2,-22867.5
45000,2116.5,729,2519.175,-383,0,-762.8,335.51975,0,450,-1231.24,0,67589.54525,-0.501989894,0.6952264,"Married Four Kids, One Earner",304.7736,-3725.2,-22637.5
46000,2167.5,745.2,2659.095,-383,0,-712.8,423.62615,0,450,-1191.24,0,67894.31885,-0.475963453,0.6952264,"Married Four Kids, One Earner",304.7736,-3645.2,-22407.5
47000,2218.5,761.4,2799.015,-383,0,-662.8,511.73255,0,450,-1151.24,0,68199.09245,-0.45104452,0.6952264,"Married Four Kids, One Earner",304.7736,-3565.2,-22177.5
48000,2269.5,777.6,2959.785,-383,0,-612.8,599.83895,0,450,-1111.24,0,68483.01605,-0.426729501,0.7160764,"Married Four Kids, One Earner",283.9236,-3485.2,-21947.5
49000,2320.5,793.8,3154.705,-383,0,-562.8,687.94535,0,600,-1071.24,0,68582.78965,-0.399648768,0.9002264,"Married Four Kids, One Earner",99.7736,-3405.2,-21717.5
50000,2371.5,810,3349.625,-383,0,-512.8,776.05175,0,600,-1031.24,0,68832.56325,-0.376651265,0.7502264,"Married Four Kids, One Earner",249.7736,-3325.2,-21487.5
51000,2422.5,826.2,3544.545,-383,0,-462.8,864.15815,0,600,-991.24,0,69082.33685,-0.354555625,0.7502264,"Married Four Kids, One Earner",249.7736,-3245.2,-21257.5
52000,2473.5,842.4,3739.465,-383,0,-412.8,952.26455,0,600,-951.24,0,69332.11045,-0.333309816,0.7502264,"Married Four Kids, One Earner",249.7736,-3165.2,-21027.5
53000,2524.5,858.6,3934.385,-383,0,-362.8,1040.37095,0,600,-911.24,0,69581.88405,-0.312865737,0.7502264,"Married Four Kids, One Earner",249.7736,-3085.2,-20797.5
54000,2575.5,860.22,4131.492,-383,0,-312.8,1129.21364,0,600,-871.24,0,69843.31436,-0.29339471,0.73856969,"Married Four Kids, One Earner",261.43031,-3005.2,-20567.5
55000,2626.5,860.22,4328.842,-383,0,-262.8,1218.13814,0,600,-831.24,0,70106.03986,-0.27465527,0.7372745,"Married Four Kids, One Earner",262.7255,-2925.2,-20337.5
56000,2677.5,860.22,4526.192,-383,0,-212.8,1307.06264,0,600,-791.24,0,70368.76536,-0.256585096,0.7372745,"Married Four Kids, One Earner",262.7255,-2845.2,-20107.5
57000,2728.5,860.22,4723.542,-383,0,-162.8,1395.98714,0,600,-751.24,0,70631.49086,-0.239148962,0.7372745,"Married Four Kids, One Earner",262.7255,-2765.2,-19877.5
58000,2748.9,860.22,4925.482,-383,0,-112.8,1486.45694,0,600,-711.24,0,70918.68106,-0.22273588,0.7128098,"Married Four Kids, One Earner",287.1902,-2685.2,-19647.5
59000,2748.9,860.22,5130.482,-383,0,-62.8,1577.95694,0,600,-671.24,0,71222.18106,-0.207155611,0.6965,"Married Four Kids, One Earner",303.5,-2605.2,-19417.5
60000,2748.9,860.22,5335.482,-383,0,-12.8,1669.45694,0,600,-631.24,0,71525.68106,-0.192094684,0.6965,"Married Four Kids, One Earner",303.5,-2525.2,-19187.5
61000,2748.9,860.22,5540.482,-383,0,0,1860.95694,0,600,-591.24,0,71766.38106,-0.17649805,0.7593,"Married Four Kids, One Earner",240.7,-2445.2,-18957.5
62000,2748.9,860.22,5745.482,-383,0,0,2052.45694,0,600,-551.24,0,72019.88106,-0.161610985,0.7465,"Married Four Kids, One Earner",253.5,-2365.2,-18727.5
63000,2748.9,860.22,5950.482,-383,0,0,2243.95694,0,600,-511.24,0,72273.38106,-0.147196525,0.7465,"Married Four Kids, One Earner",253.5,-2285.2,-18497.5
64000,2748.9,860.22,6155.482,-383,0,0,2435.45694,0,600,-471.24,0,72526.88106,-0.133232517,0.7465,"Married Four Kids, One Earner",253.5,-2205.2,-18267.5
65000,2748.9,860.22,6360.482,-383,0,0,2626.95694,0,600,-431.24,0,72780.38106,-0.11969817,0.7465,"Married Four Kids, One Earner",253.5,-2125.2,-18037.5
66000,2748.9,860.22,6565.482,-383,0,0,2818.45694,0,600,-391.24,0,73037.12106,-0.106623046,0.74326,"Married Four Kids, One Earner",256.74,-2045.2,-17810.74
67000,2748.9,860.22,6770.482,-383,0,0,3009.95694,0,600,-351.24,0,73425.62106,-0.095904792,0.6115,"Married Four Kids, One Earner",388.5,-1965.2,-17715.74
68000,2748.9,860.22,6975.482,-383,0,0,3201.45694,0,600,-311.24,0,73814.12106,-0.08550178,0.6115,"Married Four Kids, One Earner",388.5,-1885.2,-17620.74
69000,2748.9,860.22,7180.482,-383,0,0,3342.95694,0,600,-271.24,0,74252.62106,-0.076124943,0.5615,"Married Four Kids, One Earner",438.5,-1805.2,-17525.74
70000,2748.9,860.22,7385.482,-383,0,0,3434.45694,0,600,-231.24,0,74741.12106,-0.067730301,0.5115,"Married Four Kids, One Earner",488.5,-1725.2,-17430.74
71000,2748.9,860.22,7590.482,-383,0,0,3525.95694,0,600,-191.24,0,75229.62106,-0.059572128,0.5115,"Married Four Kids, One Earner",488.5,-1645.2,-17335.74
72000,2748.9,860.22,7795.482,-383,0,0,3617.45694,0,600,-151.24,0,75718.12106,-0.05164057,0.5115,"Married Four Kids, One Earner",488.5,-1565.2,-17240.74
73000,2748.9,860.22,8000.482,-383,0,0,3708.95694,0,700,-111.24,0,76106.62106,-0.042556453,0.6115,"Married Four Kids, One Earner",388.5,-1485.2,-17145.74
74000,2748.9,860.22,8205.482,-383,0,0,3800.45694,0,750,-71.24,0,76545.12106,-0.034393528,0.5615,"Married Four Kids, One Earner",438.5,-1405.2,-17050.74
75000,2748.9,860.22,8410.482,-383,0,0,3891.95694,0,750,-31.24,0,77033.62106,-0.027114947,0.5115,"Married Four Kids, One Earner",488.5,-1325.2,-16955.74
76000,2748.9,860.22,8615.482,-383,0,0,3983.45694,0,750,0,0,77530.88106,-0.020143172,0.50274,"Married Four Kids, One Earner",497.26,-1245.2,-16860.74
77000,2748.9,860.22,8820.482,-383,0,0,4074.95694,0,750,0,0,78059.38106,-0.013758196,0.4715,"Married Four Kids, One Earner",528.5,-1165.2,-16765.74
78000,2748.9,860.22,9025.482,-383,0,0,4166.45694,0,750,0,0,78587.88106,-0.007536937,0.4715,"Married Four Kids, One Earner",528.5,-1085.2,-16670.74
79000,2748.9,860.22,9230.482,-383,0,0,4257.95694,0,750,0,0,79116.38106,-0.001473178,0.4715,"Married Four Kids, One Earner",528.5,-1005.2,-16575.74
80000,2748.9,860.22,9435.482,-383,0,0,4349.45694,0,750,0,0,79644.88106,0.004438987,0.4715,"Married Four Kids, One Earner",528.5,-925.2,-16480.74
81000,2748.9,860.22,9640.482,-383,0,0,4440.95694,0,750,0,0,80173.38106,0.010205172,0.4715,"Married Four Kids, One Earner",528.5,-845.2,-16385.74
82000,2748.9,860.22,9845.482,-383,0,0,4532.45694,0,750,0,0,80701.88106,0.015830719,0.4715,"Married Four Kids, One Earner",528.5,-765.2,-16290.74
83000,2748.9,860.22,10050.482,-383,0,0,4623.95694,0,750,0,0,81230.38106,0.02132071,0.4715,"Married Four Kids, One Earner",528.5,-685.2,-16195.74
84000,2748.9,860.22,10255.482,-383,0,0,4715.45694,0,750,0,0,81758.88106,0.026679987,0.4715,"Married Four Kids, One Earner",528.5,-605.2,-16100.74
85000,2748.9,860.22,10460.482,-383,0,0,4806.95694,13.391388,750,0,0,82273.98967,0.03207071,0.484891388,"Married Four Kids, One Earner",515.10861,-525.2,-16005.74
86000,2748.9,860.22,10665.482,-383,0,0,4898.45694,31.691388,750,0,0,82784.18967,0.037393143,0.4898,"Married Four Kids, One Earner",510.2,-445.2,-15910.74
87000,2748.9,860.22,10870.482,-383,0,0,4989.95694,49.991388,750,0,0,83294.38967,0.042593222,0.4898,"Married Four Kids, One Earner",510.2,-365.2,-15815.74
88000,2748.9,860.22,11075.482,-383,0,0,5085.21514,69.043028,750,0,0,83800.07983,0.047726366,0.49430984,"Married Four Kids, One Earner",505.69016,-285.2,-15720.74
89000,2748.9,860.22,11280.482,-383,0,0,5196.81514,91.363028,750,0,0,84286.15983,0.052964496,0.51392,"Married Four Kids, One Earner",486.08,-205.2,-15625.74
90000,2748.9,860.22,11485.482,-383,0,0,5308.41514,113.683028,750,0,0,84772.23983,0.058086224,0.51392,"Married Four Kids, One Earner",486.08,-125.2,-15530.74
91000,2748.9,860.22,11690.482,-383,0,0,5420.01514,136.003028,750,0,0,85258.31983,0.063095386,0.51392,"Married Four Kids, One Earner",486.08,-45.2,-15435.74
92000,2748.9,860.22,11895.482,-383,0,0,5531.61514,158.323028,750,0,0,85779.19983,0.067617393,0.47912,"Married Four Kids, One Earner",520.88,0,-15340.74
93000,2748.9,860.22,12100.482,-383,0,0,5643.21514,180.643028,750,0,0,86345.27983,0.071556131,0.43392,"Married Four Kids, One Earner",566.08,0,-15245.74
94000,2748.9,860.22,12305.482,-383,0,0,5754.81514,202.963028,750,0,0,86911.35983,0.075411066,0.43392,"Married Four Kids, One Earner",566.08,0,-15150.74
95000,2748.9,860.22,12510.482,-383,0,0,5866.41514,225.283028,750,0,0,87477.43983,0.079184844,0.43392,"Married Four Kids, One Earner",566.08,0,-15055.74
96000,2748.9,860.22,12755.292,-383,0,0,5978.01514,247.603028,750,0,0,88003.70983,0.083294689,0.47373,"Married Four Kids, One Earner",526.27,0,-14960.74
97000,2748.9,860.22,13015.292,-383,0,0,6089.61514,278.0644784,750,0,0,88506.64838,0.087560326,0.49706145,"Married Four Kids, One Earner",502.93855,0,-14865.74
98000,2748.9,860.22,13275.292,-383,0,0,6201.21514,340.5604784,750,0,0,88977.55238,0.092065792,0.529096,"Married Four Kids, One Earner",470.904,0,-14770.74
99000,2748.9,860.22,13535.292,-383,0,0,6312.81514,403.0564784,750,0,0,89448.45638,0.096480239,0.529096,"Married Four Kids, One Earner",470.904,0,-14675.74
100000,2748.9,860.22,13795.292,-383,0,0,6424.41514,465.5524784,750,0,0,89919.36038,0.100806396,0.529096,"Married Four Kids, One Earner",470.904,0,-14580.74
110000,2748.9,860.22,16395.292,-383,0,0,7540.41514,1090.512478,750,0,0,94628.40038,0.139741815,0.529096,"Married Four Kids, One Earner",470.904,0,-13630.74
120000,2748.9,860.22,18995.292,-383,0,0,8656.41514,1715.472478,750,0,0,99337.44038,0.172187997,0.529096,"Married Four Kids, One Earner",470.904,0,-12680.74
130000,2748.9,860.22,21595.292,-383,0,0,9772.41514,2340.432478,750,0,0,104046.4804,0.199642459,0.529096,"Married Four Kids, One Earner",470.904002,0,-11730.74
140000,2748.9,860.22,24195.292,-383,0,0,10888.41514,2965.392478,750,0,0,108755.5204,0.223174854,0.529096,"Married Four Kids, One Earner",470.904,0,-10780.74
150000,2748.9,860.22,26866.202,-383,0,0,12004.41514,3590.352478,750,0,0,113393.6504,0.244042331,0.536187,"Married Four Kids, One Earner",463.813,0,-9830.74
160000,2748.9,860.22,29766.202,-383,0,0,13220.41594,4271.312926,750,0,0,117646.6891,0.264708193,0.574696125,"Married Four Kids, One Earner",425.30387,0,-8880.74
170000,2748.9,860.22,32666.202,-383,0,0,14436.41594,4952.272926,750,0,0,121899.7291,0.28294277,0.574696,"Married Four Kids, One Earner",425.304,0,-7930.74
180000,2748.9,860.22,35566.202,-383,0,0,15652.41594,5633.232926,750,0,0,126152.7691,0.299151283,0.574696,"Married Four Kids, One Earner",425.304,0,-6980.74
190000,2748.9,860.22,38466.202,-383,0,0,16868.41594,6314.192926,750,0,0,130405.8091,0.313653636,0.574696,"Married Four Kids, One Earner",425.304,0,-6030.74
200000,2748.9,860.22,41366.202,-383,0,0,18084.41594,6995.152926,750,0,0,134658.8491,0.326705754,0.574696,"Married Four Kids, One Earner",425.304,0,-5080.74
210000,2748.9,860.22,44266.202,-383,0,0,19300.41594,7676.112926,900,0,0,138761.8891,0.339229099,0.589696,"Married Four Kids, One Earner",410.304,0,-4130.74
220000,2748.9,860.22,47551.202,-383,0,0,20516.41594,8357.072926,900,0,0,142629.9291,0.35168214,0.613196,"Married Four Kids, One Earner",386.804,0,-3180.74
230000,2748.9,860.22,50851.202,-383,0,0,21832.41594,9094.032926,900,0,0,146326.9691,0.363795786,0.630296,"Married Four Kids, One Earner",369.704,0,-2230.74
240000,2748.9,860.22,54151.202,-383,0,0,23148.41594,9830.992926,900,0,0,150024.0091,0.374899962,0.630296,"Married Four Kids, One Earner",369.704,0,-1280.74
250000,2748.9,860.22,57451.202,-383,0,0,24464.41594,10567.95293,900,0,0,153721.0491,0.385115803,0.630296,"Married Four Kids, One Earner",369.704,0,-330.74
260000,2748.9,860.22,60751.202,-383,0,0,25780.41594,11304.91293,900,0,0,158037.3491,0.392164042,0.56837,"Married Four Kids, One Earner",431.63,0,0
270000,2748.9,860.22,64051.202,-383,0,0,27096.41594,12041.87293,900,0,0,162684.3891,0.397465225,0.535296,"Married Four Kids, One Earner",464.704,0,0
280000,2748.9,860.22,67351.202,-383,0,0,28412.41594,12778.83293,900,0,0,167331.4291,0.402387753,0.535296,"Married Four Kids, One Earner",464.704,0,0
290000,2748.9,860.22,70651.202,-383,0,0,29728.41594,13515.79293,900,0,0,171978.4691,0.406970796,0.535296,"Married Four Kids, One Earner",464.704,0,0
300000,2748.9,860.22,73951.202,-383,0,0,31044.41594,14252.75293,900,0,0,176625.5091,0.411248303,0.535296,"Married Four Kids, One Earner",464.704,0,0
310000,2748.9,860.22,77251.202,-383,0,0,32360.41594,14989.71293,900,0,0,181272.5491,0.415249842,0.535296,"Married Four Kids, One Earner",464.704,0,0
320000,2748.9,860.22,80551.202,-383,0,0,33676.41594,15726.67293,900,0,0,185919.5891,0.419001284,0.535296,"Married Four Kids, One Earner",464.704,0,0
330000,2748.9,860.22,83851.202,-383,0,0,34992.41594,16463.63293,900,0,0,190566.6291,0.422525366,0.535296,"Married Four Kids, One Earner",464.704,0,0
340000,2748.9,860.22,87151.202,-383,0,0,36308.41594,17200.59293,900,0,0,195213.6691,0.42584215,0.535296,"Married Four Kids, One Earner",464.704,0,0
350000,2748.9,860.22,90451.202,-383,0,0,37624.41594,17937.55293,900,0,0,199860.7091,0.428969402,0.535296,"Married Four Kids, One Earner",464.704,0,0
360000,2748.9,860.22,93751.202,-383,0,0,38940.41594,18674.51293,900,0,0,204507.7491,0.431922919,0.535296,"Married Four Kids, One Earner",464.704,0,0
370000,2748.9,860.22,97051.202,-383,0,0,40256.41594,19411.47293,900,0,0,209154.7891,0.434716786,0.535296,"Married Four Kids, One Earner",464.704,0,0
380000,2748.9,860.22,100351.202,-383,0,0,41572.41594,20148.43293,900,0,0,213801.8291,0.437363608,0.535296,"Married Four Kids, One Earner",464.704,0,0
390000,2748.9,860.22,103651.202,-383,0,0,42888.41594,20885.39293,900,0,0,218448.8691,0.439874695,0.535296,"Married Four Kids, One Earner",464.704,0,0
400000,2748.9,860.22,106951.202,-383,0,0,44204.41594,21622.35293,900,0,0,223095.9091,0.442260227,0.535296,"Married Four Kids, One Earner",464.704,0,0
